x1,x2,y,aug
49.072348221551096,20.109208799035276,0.0,0
46.575992667581886,19.200600290155993,0.0,0
69.55682450028714,30.926221602851246,0.0,0
10.064150771514134,27.091629307124727,1.0,0
27.758282521451328,17.978130184987112,0.0,0
34.795488035675284,23.072942410578676,0.0,0
40.713721724339194,75.80183876340627,1.0,0
64.35653706682139,65.03622738734873,1.0,0
29.4325247076396,33.92436130050012,0.0,0
64.09015166579445,61.038789456873054,1.0,0
59.10937524429145,66.08357861957502,1.0,0
33.261692001598846,44.05627761912629,0.0,0
18.965832308282888,20.88383248569072,0.0,0
55.92684733143919,94.685964208552,1.0,0
54.96756756448826,38.002383918343675,0.0,0
35.3285525033921,62.89078410439907,1.0,0
70.98111375356156,68.96535852092245,1.0,0
49.38587354542006,23.899029982257115,0.0,0
81.74086078031426,37.92111181689846,1.0,0
75.56225909153417,34.70094694239195,1.0,0
62.251252804645986,26.661455456845406,0.0,0
67.49703210463272,75.47700870399949,1.0,0
46.16635806209387,99.3316845717689,1.0,0
91.69313996361271,37.21222534424223,1.0,0
45.797164034158484,59.19108969158062,1.0,0
71.83160239860479,68.15896138911192,1.0,0
50.76222740450015,19.739414914909105,0.0,0
23.222455171275598,23.286301621588716,0.0,0
65.19937071225007,74.13699427312449,1.0,0
60.23768524840456,71.45596920032364,1.0,0
84.98950894783984,74.60637483814178,1.0,0
34.36414820403152,18.94139390871776,0.0,0
37.51560830418567,62.044490300777134,1.0,0
35.79417191770028,90.19705145410046,1.0,0
73.00465653540779,33.32067967904418,0.0,0
75.7237687354425,34.148499654386974,1.0,0
78.60068701155033,68.46144677192163,1.0,0
39.16491704801934,64.96026071967876,1.0,0
23.649176453699607,19.302915448115645,0.0,0
69.29776544633543,71.19816405675957,1.0,0
22.41072096965066,70.9633865133538,1.0,0
39.328514610855706,63.97815856727955,1.0,0
25.937641633297687,34.42516499804853,0.0,0
79.79557626737082,32.749526383059276,1.0,0
34.54377045624527,60.19609558414582,1.0,0
75.19474121635112,64.68174296779767,1.0,0
43.726738754837704,74.05529581376962,1.0,0
40.911735424481144,29.455410087031026,0.0,0
77.76784983022617,41.757075598977835,1.0,0
23.543744172514856,45.3863820630087,1.0,0
55.3769748760218,66.20766128607788,1.0,0
15.74474619441666,38.341013528882215,0.0,0
76.84113711125913,29.830912993236876,1.0,0
16.84416655629961,64.8322422149766,0.0,0
55.29306461920063,62.608683987399274,1.0,0
40.888322921557766,44.602252642934474,0.0,0
