x1,x2,y,aug
49.072348221551096,20.109208799035276,0.0,0
46.575992667581886,19.200600290155993,0.0,0
27.758282521451328,17.978130184987112,0.0,0
34.795488035675284,23.072942410578676,0.0,0
40.713721724339194,75.80183876340627,1.0,0
18.965832308282888,20.88383248569072,0.0,0
55.92684733143919,94.685964208552,1.0,0
49.38587354542006,23.899029982257115,0.0,0
62.251252804645986,26.661455456845406,0.0,0
67.49703210463272,75.47700870399949,1.0,0
46.16635806209387,99.3316845717689,1.0,0
50.76222740450015,19.739414914909105,0.0,0
23.222455171275598,23.286301621588716,0.0,0
65.19937071225007,74.13699427312449,1.0,0
60.23768524840456,71.45596920032364,1.0,0
84.98950894783984,74.60637483814178,1.0,0
34.36414820403152,18.94139390871776,0.0,0
35.79417191770028,90.19705145410046,1.0,0
23.649176453699607,19.302915448115645,0.0,0
69.29776544633543,71.19816405675957,1.0,0
22.41072096965066,70.9633865133538,1.0,0
43.726738754837704,74.05529581376962,1.0,0
40.911735424481144,29.455410087031026,0.0,0
68.78697613396655,71.66080405820139,1.0,0
54.933847581970085,23.078049909988863,0.0,0
33.822138650052366,76.36595895434934,1.0,0
25.112678639477576,77.21351953864686,1.0,0
73.92713071404783,82.99776331375132,1.0,0
45.51065489748449,19.242355958775548,0.0,0
82.35348382358575,73.32200343776823,1.0,0
64.00038615041682,11.431088131170618,0.0,0
51.74136715646851,100.0,1.0,0
39.14801227108954,76.237966589578,1.0,0
46.36182402926845,17.495642448137197,0.0,0
47.32186371978391,77.51515908981608,1.0,0
80.4496480671974,79.73413776009282,1.0,0
60.339134625307764,26.28242812532322,0.0,0
24.68244193604058,14.911611606830844,0.0,0
55.05466558468998,80.38789503320116,1.0,0
54.142443593486355,26.809767746624114,0.0,0
49.41116751498856,26.923062607721764,0.0,0
14.84945637271015,18.508426580116538,0.0,0
55.738569297523554,21.673206938773074,0.0,0
84.93182159019568,79.169672638295,1.0,0
53.46835540464275,26.111250041998534,0.0,0
43.79080266988405,74.38678372049912,1.0,0
37.48699744779106,74.63864878072212,1.0,0
33.704762926937846,75.46703187504158,1.0,0
39.61258447998995,92.63070867211378,1.0,0
21.52222574832738,21.605583843518392,0.0,0
59.17080694234122,98.98787804496367,1.0,0
31.398772102372323,86.66124742091684,1.0,0
84.59918608803854,84.88221619647084,1.0,0
37.84304991357562,83.69894431062042,1.0,0
0.0,25.30324609591058,0.0,0
76.75055111547596,72.13922082649002,1.0,0
39.20007773266783,0.0,0.0,0
55.0909627036413,77.15544414198699,1.0,0
64.58765295024094,22.836080679103056,0.0,0
13.92681818810316,16.400955423611464,0.0,0
59.396254369758736,27.054567548743353,0.0,0
9.918118061449457,27.972194931362456,0.0,0
44.3889673553149,23.41225875033292,0.0,0
28.497346064905994,85.77016424744211,1.0,0
23.819842940698503,28.724784616080022,0.0,0
40.09016058789431,17.996490201796636,0.0,0
32.008562986057306,90.36352676247031,1.0,0
60.48731080658506,74.78420820082118,1.0,0
36.376601150943245,3.376094974871429,0.0,0
47.999675966097705,22.531331304196087,0.0,0
63.97973629064943,26.95200082224814,0.0,0
74.4101625838124,73.34594982230398,1.0,0
61.730499004051644,21.41614161582259,0.0,0
46.149063210905055,88.5558944372674,1.0,0
53.04100991909405,80.19993835262869,1.0,0
72.76607434506788,27.121167118191053,0.0,0
45.341623831432,72.45181014437556,1.0,0
38.33514869284429,94.78964771770916,1.0,0
12.24594798646314,9.377448193890107,0.0,0
30.464087839801383,70.86557654354063,1.0,0
13.825960091135775,21.454795530740643,0.0,0
60.14554166107886,28.854917837488358,0.0,0
8.091049559865342,19.260427204995878,0.0,0
16.382516391468865,19.84738283629715,0.0,0
69.36875719002173,75.18972624656304,1.0,0
58.107845981029726,70.42995111822414,1.0,0
33.74598445823169,21.13177774988428,0.0,0
49.2269107666255,78.45472082796134,1.0,0
63.97058734751154,24.059731567088633,0.0,0
72.82681331405999,90.50814237204517,1.0,0
31.749077057349613,26.88770181577941,0.0,0
68.35408748330258,28.101723353172137,0.0,0
51.225141839526735,75.35189335984683,1.0,0
74.55519469151582,72.19897760574463,1.0,0
33.124098083629576,25.664734722282056,0.0,0
47.58592260630827,76.84914171217989,1.0,0
21.87571023531252,76.74115440257758,1.0,0
61.326352009623385,26.671632478059237,0.0,0
40.90222268712066,25.40828775836854,0.0,0
86.00817596223985,70.85636509129468,1.0,0
