x1,x2,y,aug
35.29464344629576,16.240970297701306,0,0
53.80869835769746,32.85677790519878,0,0
44.489398806726264,31.409948325832072,0,0
51.01616743616438,63.779128535640936,0,0
51.482666451210726,15.564093479135213,0,0
59.625050285772396,78.46449646518099,0,0
46.1244826124674,32.06698908879967,0,0
73.33960538091246,23.18623701450554,0,0
42.03036951855784,14.634599520607622,0,0
16.46677995201546,28.706713867765497,0,0
27.941226415465476,18.869875251068358,0,0
12.559561333751827,47.19719347196938,0,0
83.63473121222272,36.62092431356347,0,0
60.888636000647736,17.520157350756854,0,0
44.1101396034363,31.66695970976962,0,0
37.407326211694965,65.29148880595741,0,0
38.13990515893767,65.37357707890233,0,0
56.27078578882095,34.420643762250876,0,0
41.77198602956615,65.23306572474502,0,0
55.72554084047301,61.18193088467683,0,0
64.14503527873003,44.849754676206665,0,0
57.27694235535728,16.193139014931738,0,0
51.20002380020032,15.377701790935358,0,0
54.667536673169614,32.97608974199957,0,0
43.62938739861097,82.01875248094052,0,0
21.961411861928905,59.30902677877242,0,0
52.24555441587356,80.62554126944109,0,0
41.17590262352743,15.800658943186264,0,0
60.40135512854935,57.387537215203935,0,0
12.389808470351094,37.84066576275409,0,0
21.049724067198174,59.165971973109144,0,0
84.12061072461897,38.95238694306909,0,0
78.48502678377044,65.77400094839177,0,0
75.75892160215957,68.62587160437174,0,0
67.76454908901678,75.65613529835424,0,0
53.48643334307659,62.03325112108611,0,0
12.166513567020719,37.53438465045355,0,0
78.87691003737578,65.05170490091807,0,0
56.014822648986275,61.411689114221105,0,0
36.00661928476211,65.02765450366405,0,0
49.57378043704168,31.880433241221645,0,0
64.70755779576595,48.95913437802925,0,0
82.41544116510387,58.63882746918593,0,0
58.07317128505447,35.206559715241795,0,0
63.88938497770154,49.421433067948925,0,0
49.51071708184634,14.628531501841751,0,0
16.865738597511914,27.169561039540934,0,0
18.0993290937835,57.22738155422268,0,0
20.316798211664853,24.183085499305207,0,0
38.40428730007668,65.50887108632223,0,0
36.264442083159146,65.53323471525027,0,0
78.98193730715947,28.68740677690348,0,0
35.580179647622934,65.00661275169185,0,0
71.02196544366691,72.96657715582485,0,0
62.074060824058705,55.47986208971539,0,0
54.794682689102835,80.42842086898969,0,0
19.42754626941559,57.62670874411256,0,0
53.49793708475949,80.37707317850922,0,0
16.407294700944057,55.120371025871826,0,0
70.87308380804794,73.15000512087573,0,0
16.947647080459387,28.289983945215997,0,0
57.30808580727801,79.93811598847488,0,0
47.43449878624269,81.20974227202242,0,0
39.8313083636856,14.850157601087979,0,0
77.83988108618385,27.556234188981154,0,0
56.01462975786592,80.18524350522458,0,0
37.42514127817792,65.40490904658847,0,0
85.44765317099113,45.52700792712899,0,0
59.403315451033656,36.09854810292191,0,0
60.921907088281955,36.999689807356006,0,0
68.18827780118606,74.6547975727855,0,0
64.72002113129048,45.847264907418094,0,0
78.76557291817653,28.41179759992551,0,0
12.037917839884992,39.99888493396195,0,0
43.65078141270704,65.37682769134064,0,0
64.28796819808412,51.178439753105145,0,0
58.53071789700771,35.83649119393147,0,0
59.75175793766893,36.479518257913334,0,0
26.52807281936657,62.88971190477397,0,0
39.57555620299008,65.43215894032517,0,0
53.89743935871678,32.68807474075855,0,0
62.3762243220999,54.989911470579734,0,0
11.925003399337236,42.16738242218464,0,0
63.109694687080484,39.69837636211178,0,0
58.611275140822286,16.814201340577846,0,0
76.13819160612596,25.61998028318747,0,0
11.19935730913048,43.74984728894002,0,0
76.67895277061044,26.653286563655954,0,0
12.272742067851127,45.97396722488221,0,0
16.829874095076697,27.674689762247816,0,0
52.44662851922993,80.90107030266526,0,0
72.55775286586842,71.74590900147444,0,0
43.79167852865938,65.26686849066807,0,0
63.31565672854346,52.132495964293554,0,0
53.080110071440025,32.761968686133386,0,0
85.04708729172881,54.279093100754274,0,0
55.151909770161325,61.667924051969244,0,0
49.79007130778648,14.550263712170409,0,0
56.84951379805803,60.86110187149806,0,0
53.42488424347336,32.44795997400492,0,0
99.99581087337685,44.998260625924715,1,0
